,first_file,second_file,similiar
0,www.ebay.com_www.priceme.co.nz.csv,buy.net_www.ebay.com.csv,0.009900990099009901
1,www.ebay.com_www.priceme.co.nz.csv,www.eglobalcentral.co.uk_www.priceme.co.nz.csv,0.009900990099009901
2,www.ebay.com_www.priceme.co.nz.csv,www.camerafarm.com.au_www.henrys.com.csv,0.009900990099009901
3,www.ebay.com_www.priceme.co.nz.csv,buy.net_cammarkt.com.csv,0.009900990099009901
4,www.ebay.com_www.priceme.co.nz.csv,www.buzzillions.com_www.pcconnection.com.csv,0.009900990099009901
5,www.ebay.com_www.priceme.co.nz.csv,www.ebay.com_www.henrys.com.csv,0.009900990099009901
6,www.ebay.com_www.priceme.co.nz.csv,www.shopbot.com.au_www.price-hunt.com.csv,0.009900990099009901
7,www.ebay.com_www.priceme.co.nz.csv,www.buzzillions.com_www.mypriceindia.com.csv,0.009900990099009901
8,www.ebay.com_www.priceme.co.nz.csv,www.mypriceindia.com_www.priceme.co.nz.csv,0.009900990099009901
9,www.ebay.com_www.priceme.co.nz.csv,www.wexphotographic.com_www.price-hunt.com.csv,0.009900990099009901
10,www.ebay.com_www.priceme.co.nz.csv,cammarkt.com_www.pcconnection.com.csv,0.009900990099009901
11,www.ebay.com_www.priceme.co.nz.csv,www.ebay.com_www.eglobalcentral.co.uk.csv,0.009900990099009901
12,www.ebay.com_www.priceme.co.nz.csv,www.buzzillions.com_www.price-hunt.com.csv,0.009900990099009901
13,www.ebay.com_www.priceme.co.nz.csv,www.garricks.com.au_www.eglobalcentral.co.uk.csv,0.009900990099009901
14,www.ebay.com_www.priceme.co.nz.csv,www.price-hunt.com_www.pcconnection.com.csv,0.009900990099009901
15,www.ebay.com_www.priceme.co.nz.csv,www.garricks.com.au_www.mypriceindia.com.csv,0.009900990099009901
16,www.ebay.com_www.priceme.co.nz.csv,www.gosale.com_www.eglobalcentral.co.uk.csv,0.009900990099009901
17,www.ebay.com_www.priceme.co.nz.csv,www.camerafarm.com.au_www.mypriceindia.com.csv,0.009900990099009901
18,www.ebay.com_www.priceme.co.nz.csv,www.garricks.com.au_www.pcconnection.com.csv,0.009900990099009901
19,www.ebay.com_www.priceme.co.nz.csv,www.ukdigitalcameras.co.uk_www.pricedekho.com.csv,0.009900990099009901
20,www.ebay.com_www.priceme.co.nz.csv,www.camerafarm.com.au_www.pcconnection.com.csv,0.009900990099009901
21,www.ebay.com_www.priceme.co.nz.csv,www.garricks.com.au_www.henrys.com.csv,0.009900990099009901
22,www.ebay.com_www.priceme.co.nz.csv,www.canon-europe.com_www.eglobalcentral.co.uk.csv,0.009900990099009901
23,www.ebay.com_www.priceme.co.nz.csv,www.canon-europe.com_www.shopbot.com.au.csv,0.009900990099009901
24,www.ebay.com_www.priceme.co.nz.csv,www.garricks.com.au_www.ilgs.net.csv,0.009900990099009901
