,first_file,second_file,cv_scores
0,www.ebay.com_www.priceme.co.nz.csv,buy.net_www.ebay.com.csv,0.7895868837045308
1,www.ebay.com_www.priceme.co.nz.csv,www.eglobalcentral.co.uk_www.priceme.co.nz.csv,0.9264547206165703
2,www.ebay.com_www.priceme.co.nz.csv,www.camerafarm.com.au_www.henrys.com.csv,0.9841281274319871
3,www.ebay.com_www.priceme.co.nz.csv,buy.net_cammarkt.com.csv,0.9947815309333526
4,www.ebay.com_www.priceme.co.nz.csv,www.buzzillions.com_www.pcconnection.com.csv,0.9725820191090134
5,www.ebay.com_www.priceme.co.nz.csv,www.ebay.com_www.henrys.com.csv,0.9143975581670827
6,www.ebay.com_www.priceme.co.nz.csv,www.shopbot.com.au_www.price-hunt.com.csv,0.8936429149965732
7,www.ebay.com_www.priceme.co.nz.csv,www.buzzillions.com_www.mypriceindia.com.csv,0.9708241926262747
8,www.ebay.com_www.priceme.co.nz.csv,www.mypriceindia.com_www.priceme.co.nz.csv,0.837979094076655
9,www.ebay.com_www.priceme.co.nz.csv,www.wexphotographic.com_www.price-hunt.com.csv,0.9975951903807614
10,www.ebay.com_www.priceme.co.nz.csv,cammarkt.com_www.pcconnection.com.csv,0.9938991273823126
11,www.ebay.com_www.priceme.co.nz.csv,www.ebay.com_www.eglobalcentral.co.uk.csv,0.8223305902671949
12,www.ebay.com_www.priceme.co.nz.csv,www.buzzillions.com_www.price-hunt.com.csv,0.9759444102142808
13,www.ebay.com_www.priceme.co.nz.csv,www.garricks.com.au_www.eglobalcentral.co.uk.csv,0.9781113729870002
14,www.ebay.com_www.priceme.co.nz.csv,www.price-hunt.com_www.pcconnection.com.csv,0.9972111553784859
15,www.ebay.com_www.priceme.co.nz.csv,www.garricks.com.au_www.mypriceindia.com.csv,0.9940191330486436
16,www.ebay.com_www.priceme.co.nz.csv,www.gosale.com_www.eglobalcentral.co.uk.csv,0.9375013170768419
17,www.ebay.com_www.priceme.co.nz.csv,www.camerafarm.com.au_www.mypriceindia.com.csv,0.9745755946562399
18,www.ebay.com_www.priceme.co.nz.csv,www.garricks.com.au_www.pcconnection.com.csv,0.9991935483870968
19,www.ebay.com_www.priceme.co.nz.csv,www.ukdigitalcameras.co.uk_www.pricedekho.com.csv,0.9078022709160434
20,www.ebay.com_www.priceme.co.nz.csv,www.camerafarm.com.au_www.pcconnection.com.csv,0.9853235795336465
21,www.ebay.com_www.priceme.co.nz.csv,www.garricks.com.au_www.henrys.com.csv,0.9991869918699188
22,www.ebay.com_www.priceme.co.nz.csv,www.canon-europe.com_www.eglobalcentral.co.uk.csv,0.9889970489214015
23,www.ebay.com_www.priceme.co.nz.csv,www.canon-europe.com_www.shopbot.com.au.csv,0.9656
24,www.ebay.com_www.priceme.co.nz.csv,www.garricks.com.au_www.ilgs.net.csv,0.9975443360488117
25,www.ebay.com_www.priceme.co.nz.csv,buy.net_www.canon-europe.com.csv,0.9919517102615695
26,www.ebay.com_www.priceme.co.nz.csv,www.ilgs.net_www.gosale.com.csv,0.9976221907905076
27,www.ebay.com_www.priceme.co.nz.csv,www.priceme.co.nz_www.pcconnection.com.csv,0.9108159392789373
28,www.ebay.com_www.priceme.co.nz.csv,www.walmart.com_www.pricedekho.com.csv,0.9166180758017493
